storelocatorid,lat,lng,address,storeurl,name,storeimage,contact
49,-29.192419,27.458321,"22A Voortrekker Street, Ladybrand, Free State, South Africa. - 9745",https://www.okfurniture.co.za/ladybrand/,Ladybrand (5979),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
67,-28.560341,29.783119,"c/o Lyle & Alexander street, Ladysmith, Kwazulu Natal, South Africa. - 3370",https://www.okfurniture.co.za/ladysmith/,Ladysmith (8650),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
223,-24.323341,29.479401,"Cnr Zedediel & Janefurse Streets, Lebowakgomo, Limpopo, South Africa. - 731",https://www.okfurniture.co.za/lebowakgomo/,Lebowakgomo (4433),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
233,-24.314722,29.478611,"Mall @ Lebo,Shop 30, Jane Furse Str, Polokwane, Limpopo, South Africa. - 737",https://www.okfurniture.co.za/lebowakgomo-2/,Lebowakgomo 2 (6390),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
222,-23.670288,27.742746,"Cnr Hendrik and Strydom Streets, Lephalale, Limpopo, South Africa. - 555",https://www.okfurniture.co.za/lephalale-ellisras/,Lephalale Ellisras (5864) ,https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
142,-26.149052,26.164146,"17 Gerrit Maritz Street, Lichtenburg, Goldfields, South Africa. - 2740",https://www.okfurniture.co.za/lichtenburg/,Lichtenburg (6137),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
313,-25.093451,30.451927,"54 Kantoor Street, Lydenburg, Mpumalanga, South Africa. - 1120",https://www.okfurniture.co.za/lydenburg-cbd/,Lydenburg (5982),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
198,-23.977537,30.288849,"Cnr Lydenburg Road & Ramalema Str, Maake Plaza, Limpopo, South Africa. - 857",https://www.okfurniture.co.za/maake-plaza/,Maake Plaza (5358),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
212,-25.51136,28.057049,"Opp Mabopane Station, Mabopane, Pretoria, South Africa. - 290",https://www.okfurniture.co.za/mabopane/,Mabopane (9656),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
151,-25.865049,25.646111,"Shop 6,Shason Centre ,43 Shepard Street , Mafikeng, Goldfields 2, South Africa. - 2745",https://www.okfurniture.co.za/mafikeng/,Mafikeng (9402),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
204,-23.039148,29.90962,"105 Burger Street, Louis Trichardt, Limpopo, South Africa. - 939",https://www.okfurniture.co.za/makhado/,Makhado (5741),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
196,-22.998693,30.692797,"Shop 23, Mangalani Complex, Malamulele, Limpopo, South Africa. - 982",https://www.okfurniture.co.za/malamulele/,Malamulele (4677),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
96,-25.4988091,31.5091106,"Ingwe Centre, Shop 1, Impala Street, Malelane, Mpumalanga, South Africa. - 1420",https://www.okfurniture.co.za/malelane/,Malelane (4052),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
27,-33.461449,18.730312,"8 Piet Retief Street, Malmesbury, Western Cape, South Africa. - 7300",https://www.okfurniture.co.za/malmesbury/,Malmesbury (8105),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
398,-23.372041,30.207853,"Shop No.9, Mamaila Mall, Zeekfontein Farm, Limpopo, South Africa. - 0813",https://www.okfurniture.co.za/mamaila-okf/,Mamaila OKF (1694 ),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
218,-25.705917,28.354828,"Shop 5 Mahube Valley, Mamelodi, Pretoria, South Africa. - 122",https://www.okfurniture.co.za/mamelodi-2-mahube-max-city-temporarily-closed/,Mamelodi 2  Manhube Max City (3125),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
213,-25.7164,28.330631,"Cnr Wattloo & Stormvoel Streets, Mamelodi Crossing, Pretoria, South Africa. - 122",https://www.okfurniture.co.za/mamelodi-crossing/,Mamelodi Crossing (4348),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
38,-29.174646,26.239471,"Shop P, Rocklands Shopping Centre,Cnr Moshoeshoe & Motlohu Rd, Mangaung, Free State, South Africa. - 9323",https://www.okfurniture.co.za/mangaung/,Mangaung (4794),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
327,-27.0002374,32.7576589,"Shop 4, Kwangwanase Shopping Centre , Cnr Main and Hospital Roads , Manguzi, Kwazulu Natal, South Africa. - 3973",https://www.okfurniture.co.za/manguzi/,Manguzi (6903),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
220,-23.88262,29.717159,"University Road, Mankweng, Limpopo, South Africa. - 727",https://www.okfurniture.co.za/mankweng/,Mankweng (4757),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
240,-23.890278,29.685556,"Shop 51, Paledi Mall, Turfloop Township, Mankweng, MANKWENG, South Africa, South Africa. - 727",https://www.okfurniture.co.za/mankweng-paledi-mall/,Mankweng Paledi Mall (9097),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
226,-24.870293,29.75,"Erf 908, Main Road, Marble Hall , Marble Hall, South Africa, South Africa. - 450",https://www.okfurniture.co.za/marble-hall/,Marble Hall (8119),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
84,-30.863899,30.36125,"Hibiscus Mall, c/o Watski & Windsor Avenue, Margate, Kwazulu Natal, South Africa. - 4274",https://www.okfurniture.co.za/margate/,Margate (8333),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
184,-26.675646,27.926996,"Beaconsfield avenue, Vereeniging, Vaal triangle, South Africa. - 1939",https://www.okfurniture.co.za/mark-park/,Mark Park (7866),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
82,-30.34013,28.810141,"A7 Building, Shop 9 ,c/o Pope Lane & Long Street, Matatiele, Kwazulu Natal, South Africa. - 4730",https://www.okfurniture.co.za/matatiele/,Matatiele (4797),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
11,-32.935307,27.73966,"Mdantsane City Mall, 4 Zuma Road, Mdantsane, Eastern Cape, South Africa. - 5219",https://www.okfurniture.co.za/mdantsane/,Mdantsane (5217),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
393,-28.589542,31.397005,"Shop no 8 Melmoth Shopping Centre, Erf 1145, 10 Opposition Road, , Kwazulu Natal, South Africa. - 3835",https://www.okfurniture.co.za/melmoth-7862/,Melmoth (7862),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
272,-26.55938,28.015909,"27 Loch Street, Meyerton , Meyerton, GAUTENG, South Africa. - 1961",https://www.okfurniture.co.za/meyerton/,Meyerton (9466),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
399,-25.767017,29.459431,"Cnr Coetzee & Sadc Street, Mpumalanga, Middelburg, South Africa. - 1050",https://www.okfurniture.co.za/middelburg-2/,Middelburg (5686),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
387,-32.2968402,26.419389,"Erven 571, 572, 573, Middelburg, Eastern Cape, South Africa. - 5900",https://www.okfurniture.co.za/middelburg-1/,Middelburg (7164),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
24,-33.902763,18.628389,"Cnr Kruskal & Church Street, Bellville, Western Cape, South Africa. - 7530",https://www.okfurniture.co.za/middestad/,Middestad (8163),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
375,-25.997965,28.126427,"SHOP 17 , MIDRAND CITY , 185 OLD PRETORIA RD, South Africa. - 1682",https://www.okfurniture.co.za/midrand/,Midrand (5908),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
445,-29.7384616,30.9345417,"Shop No.67 Midway Crossing, 5 Ntuzuma Main Road, Durban, KwaZulu Natal, South Africa. - 4037",https://www.okfurniture.co.za/midway-crossing-okf-1/,Midway Crossing OKF (7122),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
20,-34.049603,18.620644,"Town Centre, 1 Melody Walk, Mitchells Plain, Western Cape, South Africa. - 7798",https://www.okfurniture.co.za/mitchells-plain/,Mitchells Plain (8139),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
250,-34.025723,18.578119,"Shop 1 Westgate Mall, Cnr Vanguard drive and Morgenster Street, Mitchells Plain, South Africa, South Africa. - 7785",https://www.okfurniture.co.za/mitchells-plain-westgate-mall/,Mitchells Plain Westgate Mall (9361),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
149,-25.83408,25.61484,"Shop 56, Mmabatho, Goldfields 2, South Africa. - 2735",https://www.okfurniture.co.za/mmabatho/,Mmabatho (6098),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
366,-24.699409,28.406521,"SHOP NO 1 , 18 NELSON MANDELA DRIVE , MODIMOLLE, South Africa. - 6417",https://www.okfurniture.co.za/modimolle-2/,Modimolle 2 (6417),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
200,-23.64934,30.217102,"Ga-Kgapane Road, Ga-Kgapane, Limpopo, South Africa. - 838",https://www.okfurniture.co.za/modjadji-plaza/,Modjadji Plaza (6348),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
135,-25.274426,27.236868,"Mogwase Shopping Cnt, Shoprite Building, Mogwase, North West, South Africa. - 314",https://www.okfurniture.co.za/mogwase/,Mogwase (9672),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
99,-24.195242,29.004122,"Cnr Nelson Mandela Drive & Pretorius Street, Mokopane, Limpopo, South Africa. - 600",https://www.okfurniture.co.za/mokopane/,Mokopane (5791),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
430,-25.00667,29.74611,"Shop 20,Moratiwa Crossing Portion 5, The farm Klipspruit , Monsterlus, Limpopo, South Africa. - 1057",https://www.okfurniture.co.za/monsterlus-1/,Monsterlus (4777),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
392,-24.51863,28.71486,"Shop no 2, Auto Zone Building, 70 Thabo Mbeki Stree, Limpopo, South Africa. - 560",https://www.okfurniture.co.za/mookgophong/,Mookgophong (6601),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
136,-25.16395,27.16881,"Shop 2 Moruleng Mall, Moruleng, North West, South Africa. - 316",https://www.okfurniture.co.za/moruleng/,Moruleng (5522),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
4,-33.810886,25.594666,"No 1, Motherwell Centre, Nyara- Tyhinira and WM Makutu Street, Motherwell, Port Elizabeth, South Africa. - 6211",https://www.okfurniture.co.za/motherwell/,Motherwell (5472),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
324,-30.800484,29.364483,"Shop 3 ERF 193 Mount Ayliff, Eastern Cape, Mount Ayliff, South Africa. - 4735",https://www.okfurniture.co.za/mount-ayliff/,Mount Ayliff (6889),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
87,-30.909655,28.990482,"Shop 2, Mt. Frere Mall, Mt. Frere, Kwazulu Natal, South Africa. - 5090",https://www.okfurniture.co.za/mount-frere/,Mount Fere (3004),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
229,-31.828346,28.759016,"Main Road, Mqanduli, Mqanduli, South Africa, South Africa. - 5080",https://www.okfurniture.co.za/mqanduli/,Mqanduli (6382),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
390,-31.5938684,28.7873774,"SHOP NO. 23D , NELSON MANDELA DRIVE , MTHATHA PLAZA, South Africa. - 5099",https://www.okfurniture.co.za/mthatha-plaza/,Mthatha Plaza (6927),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
225,-28.405933,32.214333,"SHOP NO 5, MTUBATUBA MALL, MTUBATUBA, KWAZULU NATAL, South Africa. - 3935",https://www.okfurniture.co.za/mtubatuba/,Mtubatuba (3005),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
340,-22.744526,30.531767,"Shop No 4, Tshilamba Shopping Centre, Limpopo , Mutale, South Africa. - 956",https://www.okfurniture.co.za/mutale/,Mutale (8955),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
91,-25.469683,30.976978,"26 Bester Street, Nelspruit, Mpumalanga, South Africa. - 1200",https://www.okfurniture.co.za/nelspruit/,Nelspruit (5733),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
7,-33.899841,25.569035,"Kenako Shopping Centre, Shop 12,Cnr Uitenhage Rd & Spondo Street, New Brighton, Port Elizabeth, South Africa. - 6001",https://www.okfurniture.co.za/new-brighton/,New Brighton (3007),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
70,-27.757435,29.934446,"50 Harding Street, Newcastle, Kwazulu Natal, South Africa. - 2940",https://www.okfurniture.co.za/newcastle-1/,Newcastle 1 (8341),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
361,-31.6727543,27.9834738,"4469, Main Street, Ngcobo, Ngcobo, South Africa. - 5050",https://www.okfurniture.co.za/ngcobo-1/,Ngcobo,https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,
360,-31.6727543,27.9834738,"4469, Main Street, Ngcobo, Ngcobo, South Africa. - 5050",https://www.okfurniture.co.za/ngcobo/,Ngcobo (8610),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
194,-26.417402,28.467579,"Cnr Hendrik Verwoerd & 1St Str, Nigel, Nigel, South Africa. - 1490",https://www.okfurniture.co.za/nigel/,Nigel (5490),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
410,-23.211489101645302,30.309771624476905,"Shop No. 41, Nkuna Kraal Mall, R578 , Nkuzana, Limpopo, South Africa. - 0933",https://www.okfurniture.co.za/nkuna-kraal-okf-1/,Nkuna Kraal OKF (7935),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
66,-27.926491,31.64678,"Nongoma Shopping Centre, Nongoma, Kwazulu Natal, South Africa. - 3950",https://www.okfurniture.co.za/nongoma/,Nongoma (5216),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
133,-24.95603,27.2586,"Northam Shopping Centre, Shop No 4 , Northam, North West, South Africa. - 360",https://www.okfurniture.co.za/northam/,Northam (4456),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
72,-28.212811,30.669538,"Shop 24, Nquthu Plaza,Manzolwandle Drive, Nqutu, Kwazulu Natal, South Africa. - 3135",https://www.okfurniture.co.za/nqutu/,Nqutu (4843),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
442,-25.167409289714893,29.40248640324356,"Shop No.48, Groblersdal Mall, Van Riebeeck Street, Groblersdal, Limpopo, South Africa. - 0470",https://www.okfurniture.co.za/groblersdal-okf-1/,OKF Groblersdal (4012),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
419,-30.529135532421456,27.375325710457826,"Shop No.1 Pakkies Plaza, Main Street Sterkspruit, Sterkspruit, Eastern Cape, South Africa. - 9762",https://www.okfurniture.co.za/sterkpruit-okf-1/,OKF Sterkspruit (3758),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
408,-27.562963,24.7466064,"Shop 1-4, Taung Forum Shopping Centre, Station Road, Taung, Taung, North West, South Africa. - 8584",https://www.okfurniture.co.za/okf-taung-1/,OKF Taung (4454),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
440,-26.7091563,27.8155191,"Shop 55, Bedworth Centre, Ascot On Vaal Street, Vanderbijlpark, Gauteng, South Africa. - 1911",https://www.okfurniture.co.za/vanderbijlpark-okf-1/,OKF Vanderbijlpark (7840),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
236,-27.875223,26.684217,"61 Waterkant Street, ODENDAALSRUS, Free State, South Africa. - 9840",https://www.okfurniture.co.za/odendaalsrus/,Odendaalsrus (8953),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
108,-25.92436,28.09771,"Shop 27 Olievenhout Plaza,Cnr R55 & Jakalasi Street, Olievenhoutbosch, Centurion, South Africa. - 187",https://www.okfurniture.co.za/olievenhoutbosch/,Olievenhoutbosch (3855),https://www.okfurniture.co.za/static/version1726604200/frontend/Smartwave/okf/en_GB/Magedelight_Storepickup/images/image-default.png,Phone no: <a href=
